"manu_id","manufacturer_name"
353,"Tapball"
354,"Dantoy"
355,"Gohner"
356,"BBTradesales"
357,"Medieval Dragon Ride-On"
358,"Nerf"
359,"BabyMad"
360,"zizzi"
361,"Splash and Play"
362,"Happy People"
363,"PMS International"
364,"Funtime"
365,"Rubies"
366,"WIDMANN"
367,"Impressions"
368,"Wicked"
369,"Wicked Costumes"
370,"Parties Unwrapped"
371,"Fireman Sam"
372,"Sancto"
373,"Aqua Beads"
374,"Smiffy's"
375,"Red Star"
376,"Morphsuits"
377,"Green"
378,"Tinsley Transfers"
379,"Disguise"
380,"Mega Fancy Dress"
381,"Widman"
382,"Fancy Dress Accessories"
383,"AKORD"
384,"Fun And Glitter"
385,"MDL"
386,"IPT Imports"
387,"WorldWide"
388,"Misha"
389,"GGSELL"
390,"Gb Posters"
391,"Party Bags 2 Go"
392,"Home Fusion Company"
393,"Henbrandt"
394,"Bundle Monster"
395,"Inkwear"
396,"Anker International"
397,"Glitter Tattoo Stencils"
398,"Kressies"
399,"Paw Patrol"
400,"RMS International"
401,"King Horse"
402,"The Harlequin Brand"
403,"Playwrite"
404,"Snazaroo"
405,"The Avengers"
406,"Fizz Creations Ltd"
407,"Liverpool F.C."
408,"Givenchy"
409,"Glitter Tattoo Kits"
410,"Girls Glitter Tattoo Kits"
411,"Scalextric"
412,"Orbotix"
413,"Carrera"
414,"Legler"
415,"KidKraft"
416,"Simm"
417,"Brushwood"
418,"DELUXE MATERIALS"
419,"Wow Wee"
420,"GameOnStuff"
421,"HTI"
422,"NMIT"
423,"Micro Scalextric"
424,"Tobot"
425,"Trumpeter"
426,"Darda"
427,"Stadlbauer Marketing + Vertrieb GmbH"
428,"Traxxas"
429,"CARRERA RC"
430,"Super Mario"
431,"Other"
432,"K'Nex"
433,"Carrera 'Go'"
434,"belle"
435,"Manhattan Toy"
436,"Take N Play"
437,"AOTOP"
438,"Syma"
439,"M:Tech"
440,"Anbee"
441,"Parrot"
442,"BuyinCoins"
443,"Cheerson"
444,"Hubsan"
445,"SA"
446,"iParaAiluRy"
447,"Blade"
448,"DJI"
449,"SKYREAT"
450,"Bladez Toyz"
451,"Tarot"
452,"FamilyMall"
453,"XCSOURCE"
454,"HB HomeBoat®"
455,"douself"
456,"HPI Racing"
457,"Anself"
458,"Yacool ®"
459,"Walkera"
460,"Thunder Tiger"
461,"HPI"
462,"Electrovision"
463,"HOBBYTIGER"
464,"GoolRC"
465,"Spektrum"
466,"Graupner"
467,"ImmersionRC / Fatshark"
468,"ketpriz"
469,"TEAMLOSI"
470,"OEM"
471,"HomeTalks"
472,"Team Losi  Inc."
473,"Hot Bodies"
474,"Revell"
475,"Insect Lore"
476,"Bruder"
477,"P&D"
478,"Matchmaker"
479,"Copag"
480,"Professor Puzzle"
481,"super9shop"
482,"Metcalfe"
483,"KRE-O"
484,"Future Card Buddyfight"
485,"Inkworks"
486,"Top Trumps"
487,"Bin Weevils Trading Card Game"
488,"Wizards of the Coast"
489,"Crescent Cardboard Co"
490,"Magic Madhouse"
491,"Magic The Gathering"
492,"TWILIGHT SAGA"
493,"Upper Deck"
494,"Hawk Wargames"
495,"Yu Gi Oh"
496,"ClubKing Ltd"
497,"Topps"
498,"Yu-Gi-Oh 2013 Collectors Tin Wave 1"
499,"Yu-Gi-Oh 2013 Zexal Collectors Tin"
500,"Ultra Pro"
501,"Match Attax 15/16"
502,"Yu-Gi-Oh!"
503,"Slam Attax"
504,"Kotobukiya"
505,"Match Attax"
506,"Wizards"
507,"Dragon Shield"
508,"Cardfight Vanguard"
509,"ToyMarket"
510,"Yu Gi Oh!"
511,"Ultimate Guard"
512,"Upstarts"
513,"Nestlé"
514,"Bungees"
515,"Arcane Tinmen ApS"
516,"Magic The Gathering 2013 Core Set Intro Pack"
517,"The Pokémon Company"
518,"Inazuma Eleven"
519,"Nintendo"
520,"Konami"
521,"Partyfest.de"
522,"Foil Balloons - Hearts"
523,"Party2u"
524,"Qualatex / Unique"
525,"Belbal"
526,"Guaranteed4Less"
527,"Talking Tables"
528,"Robelli"
529,"Just For Fun"
530,"EXPRESSION"
531,"FANCYDRESSCOZ"
532,"Every-occasion-party-supplies"
533,"PAM"
534,"Shatchi"
535,"Regent"
536,"Flexmetal"
537,"Display"
538,"BalloonDevil"
539,"TGO"
540,"Expression Factory"
541,"Signature Balloons"
542,"Unique"
543,"Qualatex"
544,"BBC Worldwide"
545,"GRABO"
546,"Hallmark"
547,"Elope"
548,"Monster Parties"
549,"Inflatable Partyware"
550,"Happy Birthday Balloons"
551,"Party Destination"
552,"Heaton party"
553,"notjustballoons"
554,"princess party"
555,"ESCO"
556,"Karaloon"
557,"PST"
558,"B-Loony"
559,"Polka"
560,"Crew"
561,"Spider-Man"
562,"Anniversary House"
563,"Baby Shower Host"
564,"Creative"
565,"In the Night Garden"
566,"Anagram"
567,"Mayflower"
568,"Northstar Balloons"
569,"UKPS"
570,"Hello Kitty"
571,"Despicable Me"
572,"Dinosaur Prehistoric Party"
573,"floral natalie"
574,"Gardeningwill"
575,"Red  White and Blue"
576,"Illoom balloons Purple - pack of 5"
577,"Am"
578,"Tri-Balloons"
579,"Kaleidoscope"
580,"Music/Disco/Rock & Roll Theme"
581,"Simon Elvin"
582,"1st birthday"
583,"Unique Party Supplies"
584,"Disney Junior"
585,"Charachter Shape Balloons"
586,"Party Genies"
587,"fancydrescoz"
588,"partyallsorts"
589,"Monsters  Inc"
590,"Gruffalo Party"
591,"Party Delights Ltd"
592,"Rubie's Masquerade UK"
593,"Rubie's Masquerade"
594,"Home & Leisure Online"
595,"Dress Up America"
596,"California Costume"
597,"Rubies Costume Co"
598,"Classified"
599,"Find-me-a-gift"
600,"Star55"
601,"Angels Fancy Dress"
602,"Halloween"
603,"Blue Planet Online"
604,"RUBBIES FRANCE"
605,"Pretend to Bee"
606,"Merlins Medieval Closet"
607,"Immoral Clothing"
608,"Budgies Fancy Dress"
609,"Alandra"
610,"Christy's"
611,"Amav"
612,"fancy dress warehouse"
613,"RUBIES UK"
614,"xs-party"
615,"Yuelai"
616,"iOSSS"
617,"Childs Fancy Dress"
618,"ILOVEFANCYDRESS"
619,"Fun Shack"
620,"Yummy Bee"
621,"LS Glamour Room"
622,"UUstar®"
623,"DP"
624,"Farfouil en Fête"
625,"Model Power (Postage Stamp Planes)"
626,"Motormax"
627,"AMBULANCE"
628,"Sunstar"
629,"Lag3"
630,"Looney Tunes"
631,"Britains"
632,"Road Signature"
633,"Ferrari"
634,"Italeri"
635,"VW"
636,"CAT Construction"
637,"Mercedes-Benz"
638,"Richmond Toys  Motormax"
639,"Speed Cycles"
640,"Lancia"
641,"burago"
642,"Joyride Entertainment - James Bond"
643,"MENG"
644,"SGM ®"
645,"Joal"
646,"Gemini Jets"
647,"Omnibus"
648,"Britains Farm"
649,"Collectable Diecast"
650,"Land Rover"
651,"Easymodel"
652,"ICM"
653,"AFV Club"
654,"Academy"
655,"Emhar"
656,"Lucky omen"
657,"Plastic Soldier Company"
658,"Timberkits"
659,"Hobbyboss"
660,"RCECHO"
661,"Armourfast"
662,"Warlord Games"
663,"Dragon"
664,"Zvezda"
665,"Pegasus Hobbies"
666,"Model Kasten"
667,"Asuka Model"
668,"Fascinations"
669,"DRAGON / Aoshima"
670,"Platts"
671,"Fine Molds"
672,"Ace Authentic"
673,"Bronco"
674,"All Aboard"
675,"Kibri"
676,"Noch"
677,"Bojeux"
678,"MCS"
679,"MASK-ARADE"
680,"Life Is Good"
681,"Samantha Peach"
682,"HappyFans"
683,"Eye Masks"
684,"NEO+"
685,"TOOGOO(R)"
686,"EQD Ltd"
687,"WIDMANN S.R.L."
688,"WAS"
689,"TopMei"
690,"ASCRAFTS"
691,"UltraByEasyPeasyStore"
692,"BARGAINS-GALORE"
693,"partiesandgifts"
694,"Ark Toys"
695,"Novelties Direct"
696,"Monsters University"
697,"Om"
698,"Noble Collection"
699,"Internet Gift Store"
700,"Custom Masks"
701,"SODIAL(R)"
702,"Tinksky"
703,"TV Stars"
704,"Pop Stars"
705,"Foxy Facemasks"
706,"Movie Stars"
707,"FDPS"
708,"MASK & CO"
709,"MaskHeaven"
710,"Royal Family"
711,"Papo"
712,"Peanuts"
713,"Holztiger"
714,"Holtztiger"
715,"OnlineDiscountStore"
716,"Safari"
717,"Littlest Pet Shop"
718,"Breyer"
719,"Toob"
720,"Frogs"
721,"Scificollector"
722,"Papo Fantasy"
723,"Aedes Ars"
724,"SF801329TT"
725,"Fisher-Price"
726,"Mike the Knight"
727,"Papo Knights"
728,"Calafant"
729,"Imaginext"
730,"Idena"
731,"Quay"
732,"Imagingext"
733,"The Orb Factory"
734,"Janod"
735,"Takaratommy"
736,"Budkins"
737,"WizKids"
738,"Saint Seiya"
739,"Go MINI"
740,"Pororo"
741,"Motor Zone"
742,"Weise-Toys"
743,"Marvel Regener8'rs"
744,"Dickie Toys"
745,"Mattel GmbH"
746,"Eddie Stobart"
747,"Product Enterprise"
748,"Pixar Cars"
749,"Vivid Imaginations"
750,"ROLLIEREND"
751,"Premier Portfolio Int. Ltd"
752,"Tomytec"
753,"Jada"
754,"Miles"
755,"Green farm"
756,"Real Toys"
757,"Matchbox"
758,"SIMBA - DICKIE"
759,"Ice Cream"
760,"Born To Play"
761,"Diecast"
762,"Road Rippers"
763,"Flight"
764,"Railway"
765,"Emek"
766,"Teamsterz"
767,"Aviation 72"
768,"STOBART"
769,"Mega Bloks"
770,"How to Train Your Dragon"
771,"LUJII"
772,"My Clippy"
773,"Puckator"
774,"Mini Flopsie"
775,"Posh Paws International"
776,"Fur Real Friends"
777,"Peter Rabbit"
778,"Cozy Plush Premium"
779,"Aurora"
780,"Nollmit"
781,"Linxinwei"
782,"Guess How Much I Love You"
783,"Furry Warmers"
784,"Small Foot"
785,"The Puppet Company"
786,"Gund"
787,"United Labels"
788,"Living Puppets"
789,"Snuggle Pets"
790,"Fiesta"
791,"Mister Maker"
792,"Creativity for Kids"
793,"Dowman Imports Ltd"
794,"HAPE Beleduc"
795,"Beleduc"
796,"Dowman"
797,"Angels Avenue"
798,"Golden Bear"
799,"Ugglys"
800,"Folkmanis"
801,"Hacker T. Dog"
802,"Fiesta Crafts"
803,"Empire"
804,"Tellatale"
805,"Bushiroad"
806,"Ultra Pro Deck Protectors (Small)"
807,"CubicFun"
808,"Max Protect"
809,"Ravensburger"
810,"Cheatwell Games"
811,"Fun Toys"
812,"Happy Cubes"
813,"4 Pocket Pro Binder Black"
814,"Nanostad"
815,"Panini"
816,"Gormiti"
817,"Tangle Junior"
818,"Paul Lamond"
819,"nanoblock"
820,"Kokuyo"
821,"Cubic Fun 3D Puzzle"
822,"Ultra Pro Platinum Series Nine Pocket Pages"
823,"Kawada"
824,"Dodolive"
825,"DSN"
826,"Tangle Creations"
827,"Trading Card Supplies"
828,"D-TOYS"
829,"Ultra Pro Deck Protectors (Standard)"
830,"AK Sport"
831,"Card Concept"
832,"Novelties"
833,"Cool Create"
834,"Coiledspring Games"
835,"Smart Games"
836,"Green Board Games"
837,"Winshare Puzzles and Games"
838,"Puzzle With Me"
839,"Ultimate Metal Puzzles"
840,"Foxmind"
841,"KAILIMENG"
842,"Gonge"
843,"Hanayama"
844,"Hard As Nails"
845,"Professor Puzzle - UK"
846,"Shengshou"
847,"GameBrotherZ"
848,"Educational Insights"
849,"Rubik's"
850,"Oostifun"
851,"QJ"
852,"SunsOut"
853,"The Great Minds Range"
854,"Novelty Gifts"
855,"L-FENG-UK"
856,"Classic Dining Moments"
857,"MoYu"
858,"Fábricas Agrupadas de Munecas"
859,"Peers Hardy"
860,"Family Games"
861,"Paper Jamz"
862,"Benross Group"
863,"The fancy dress and party store"
864,"Happy Birthday"
865,"BGC"
866,"BGC Studios"
867,"Creative Party"
868,"partyman"
869,"Fun Machine"
870,"The Expressions Factory"
871,"Party Savvy"
872,"Superstars"
873,"Gift Zone"
874,"Heaton"
875,"Football"
876,"partyallsorts.fba"
877,"Pure Tone"
878,"Oaktree UK"
879,"Wildgoose Education"
880,"Card and Party Store"
881,"Swoosh Supplies"
882,"Bontempi IGirl"
883,"My Ukulele Pack"
884,"Hollywood Star Attraction VIP Bunting - 12ft"
885,"The Flagman"
886,"Olympics/Jubilee"
887,"Elizabeth Arden"
888,"Eurowrap"
889,"BOLAND BV"
890,"Party Discount"
891,"Flags and Bunting"
892,"Folat"
893,"60°"
894,"MagicMakers"
895,"Asmodee Editions"
896,"Cockroach Poker (German Edition)"
897,"Winning Moves"
898,"Phase 10 Card Game"
899,"Deal or No Deal"
900,"Greylight Limited"
901,"Plaid Hat Games"
902,"Alderac Entertainment Group"
903,"Shuffle"
904,"Deckboosters"
905,"Royal Magic"
906,"Pok?mon"
907,"Penny Arcade"
908,"Gibsons Games"
909,"Tactic"
910,"Volkswagen"
911,"Bicycle Cards"
912,"Pathfinder"
913,"CE Toys"
914,"Surprised Stare Games"
915,"Pokemon TCG XY 2014 Spring Tin"
916,"Trivial Pursuits"
917,"Wild and Wolf"
918,"Greater Than Games"
919,"Jack Daniel"
920,"Piatnik"
921,"Omerta"
922,"Brybelly"
923,"Fantasy Flight"
924,"Cartamundi"
925,"Yu-Gi-Oh"
926,"Comic Maker"
927,"Arcane Wonders"
928,"Game of Thrones"
929,"Burger Boss"
930,"Looney Labs"
931,"Old Glory"
932,"Trefl"
933,"dotcomgiftshop"
934,"Mayday Games"
935,"Silkcraft"
936,"Water Lane Gifts"
937,"Game Salute"
938,"The Blue Crown"
939,"Big Potato"
940,"Toy Zany"
941,"Blue Orange"
942,"Aquarius"
943,"Capcom"
944,"Legion Supplies"
945,"Hobby Games"
946,"US Playing Card Co."
947,"TALLON INTERNATIONAL"
948,"Tasty Minstrel Games"
949,"The Green Board Game Co."
950,"Pictionary"
951,"WE Games"
952,"Frozen"
953,"Stoneblade Entertainment"
954,"Blue Exorcist"
955,"Lagoon"
956,"Gamewright"
957,"MagicWorld"
958,"UNO Cards"
959,"Kem"
960,"Ellusionist"
961,"cartemundai"
962,"World Of Tartan"
963,"Asmodée"
964,"Sensory Trust"
965,"Ace Trumps"
966,"Jack Daniels Whiskey"
967,"White Wizards Games"
968,"The United States Playing Card Company"
969,"Race for the Galaxy: Brink of War"
970,"Gundam"
971,"Ystari"
972,"SK Japan"
973,"Iello"
974,"Marvin's Magic"
975,"bee"
976,"Trademark"
977,"Master Of Chess"
978,"Lion Games & Gifts Europe"
979,"Green Toys And Games"
980,"RoyaltyLane"
981,"Philos  Philos"
982,"House of Marbles"
983,"Topixo"
984,"StonKraft"
985,"The Regency Chess Company"
986,"Redtooth Poker"
987,"Trademark Toys"
988,"GoKi"
989,"Sonic The Hedgehog"
990,"A Kent & Cleal game"
991,"World Playground Ltd"
992,"Lord of the Rings"
993,"Tactic Games UK"
994,"Negiel"
995,"Pokemon Trading Cards"
996,"Skylanders Swap Force Tin"
997,"Heroes Legends of the Battle Disks"
998,"Bandai-Namco"
999,"Pokemon World Championship Decks"
1000,"|MFG"
1001,"Adrenalyn XL"
1002,"Modern Event Deck"
1003,"yugioh"
1004,"Return to Ravnica Booster Display"
1005,"Train Tech"
1006,"Atlas"
1007,"Lado"
1008,"MicroMiniatures"
1009,"Lionel"
1010,"Branching Out"
1011,"Driver Dan"
1012,"Richmond Toys"
1013,"Gumpert"
1014,"Ace"
1015,"Mini"
1016,"Mirage Hobby"
1017,"Lamborghini"
1018,"John Deere"
1019,"Power Rangers"
1020,"Starline"
1021,"Rolls Royce"
1022,"Agatsuma"
1023,"Brumm"
1024,"Ebbro"
1025,"EQLEF®"
1026,"Thor"
1027,"Max Steel"
1028,"Ben 10"
1029,"Iron Man"
1030,"NFL"
1031,"POP! Bobble"
1032,"Minecraft"
1033,"Hey Duggee"
1034,"TNK"
1035,"Tom and Jerry"
1036,"Iwako"
1037,"Animagic"
1038,"Adventure Time"
1039,"Little Live Pets"
1040,"Black Butler"
1041,"CollectA"
1042,"HGL"
1043,"Dinosaur Train"
1044,"VTech"
1045,"Tober"
1046,"Bakugan"
1047,"Walking with Dinosaurs"
1048,"Jurassic World"
1049,"Wild Republic"
1050,"Quantum Mechanix"
1051,"Mighty Megasaur"
1052,"MunchieMoosKids"
1053,"National Geographic"
1054,"Boys toys"
1055,"Gookha"
1056,"Dino Valley"
1057,"Blythe"
1058,"Bino"
1059,"Bontempi"
1060,"REGENT GROUP LTD"
1061,"Leisure"
1062,"16th Birthday 16th Foil Banner - 9ft"
1063,"Mickey & Minnie Mouse"
1064,"Doc McStuffins"
1065,"Block Party"
1066,"Think Pink Blue 2"
1067,"OakTree"
1068,"The Expression Factory"
1069,"Baby Stitching Blue Jointed Letter Banner"
1070,"Moshi"
1071,"Toys R Us"
1072,"Max Factory"
1073,"toybiz"
1074,"McFarlane"
1075,"Diverse"
1076,"ThinkGeek"
1077,"Underground Toys"
1078,"EMCE Toys"
1079,"Playskool"
1080,"Megahouse"
1081,"Kenner"
1082,"Square Enix"
1083,"DC Collectibles"
1084,"The Trash Pack"
1085,"Final Fantasy"
1086,"Batman"
1087,"Tree Fu Tom"
1088,"Transformers Dark of the Moon"
1089,"Aquapets"
1090,"Vigid Imaginations"
1091,"Good Smile"
1092,"Pulp Fiction"
1093,"Simba"
1094,"Planet of the Apes"
1095,"The Hulk"
1096,"ChannelAdvisor"
1097,"Avengers: Age of Ultron"
1098,"Smencils"
1099,"Crayola"
1100,"50Fifty"
1101,"Thomas & Friends"
1102,"Ren Art"
1103,"Lyra"
1104,"Binney & Smith"
1105,"GSI Creos"
1106,"uni-ball"
1107,"Caran d'Ache"
1108,"Pip-squeak markers"
1109,"unisex party bag fillers"
1110,"The Toy Jar"
1111,"Sakura"
1112,"Ryman"
1113,"Colorino"
1114,"Party Parade"
1115,"Top Model"
1116,"BLO pens"
1117,"Scola"
1118,"rainbowbrush.co.uk"
1119,"Spectrum"
1120,"Fibracolor"
1121,"Kahootz"
1122,"WeVeel 3-Donkulous"
1123,"Crayola My First Crayola"
1124,"Giotto"
1125,"New World Toys"
1126,"ZooBooKoo"
1127,"Leeho"
1128,"Letraset"
1129,"Hamleys"
1130,"Feature Pens"
1131,"Bluw"
1132,"Pelikan"
1133,"L'Univers du Cheval"
1134,"PATHWAYS FOR LEARNING"
1135,"Invero®"
1136,"Viga"
1137,"Bolz"
1138,"Funskool"
1139,"Beyblade"
1140,"rolly toys"
1141,"KidO"
1142,"CHIC 2000"
1143,"AB Gee"
1144,"Jakobs"
1145,"Green Toys"
1146,"B"
1147,"PowerPlus"
1148,"getDigital"
1149,"Wooden Toys"
1150,"John Crane"
1151,"Dcolor"
1152,"Schylling"
1153,"Epoch"
1154,"ToyPost"
1155,"Clics"
1156,"Lite Brix"
1157,"Tube Heroes"
1158,"Revoltech"
1159,"NBA"
1160,"Transformers Age of Extinction"
1161,"Clangers"
1162,"KAIYODO JAP."
1163,"Dragonball Z"
1164,"Jakks Pacific Inc."
1165,"Ty"
1166,"Morbs"
1167,"Transformers Prime Beast Hunters"
1168,"Juff Dunham"
1169,"Diamond Comic Distributors"
1170,"G. I. Joe"
1171,"Scooby Doo"
1172,"WWE"
1173,"Kenneth Cole Reaction"
1174,"ABC"
1175,"Bowen Designs"
1176,"Accel World"
1177,"Sota"
1178,"Sideshow Collectibles"
1179,"Jay & Silent Bob"
1180,"Pin -It"
1181,"SoccerStarz"
1182,"Olympic Mascots"
1183,"Brookite"
1184,"Worlds Apart"
1185,"Stomp Rocket"
1186,"Buiten speel"
1187,"HQ"
1188,"HQ Kites"
1189,"Sleddy Rainbow"
1190,"EGT Toys et Garden"
1191,"Brainstorm"
1192,"Spirit of Air"
1193,"Wicked Vision Limited"
1194,"Out of the Blue"
1195,"TC"
1196,"Brainstorm Toys"
1197,"EZE DOPE"
1198,"Eolo"
1199,"Best Line"
1200,"L.W."
1201,"Gunther"
1202,"Amazona's presentz"
1203,"Science & Play"
1204,"Twigz"
1205,"KBT"
1206,"The Big Bang Rocket"
1207,"Scratch"
1208,"Miniland"
1209,"HappyCloud"
1210,"Wicked Vision Ltd"
1211,"Mookie"
1212,"Throwing Stars"
1213,"Main Sauce Production"
1214,"GeoSpace"
1215,"ROKIT"
1216,"TKC"
1217,"Lanard"
1218,"Brogamats"
